Hash do merge,Data do merge,Tempo de isolamento 1 (dias),Tempo de isolamento 2 (dias),Tempo de isolamento (MAX),Desenvolvedores 1,Desenvolvedores 2,Intersecção de Desenvolvedores,Commits 1,Commits 2,Arquivos alterados 1,Arquivos alterados 2,Intersecção de Arquivos,Conflito,Arquivos,Chunks
e8c58677f2862ab8668b9194002f8179201a3678,2017-11-15 19:50:45,31.98,6.80,31.98,15,2,1,148,2,327,1,1,NAO,0,0
8bef5bf20c9f5335ed2df7def8e75ac45d977740,2017-11-15 19:01:12,0.25,0.00,0.25,2,1,0,4,1,19,4,0,NAO,0,0
55ccc0f20372596defe8e22d1f17efe9a5d28425,2017-11-14 22:51:46,0.20,0.00,0.2,1,1,0,17,1,45,2,0,NAO,0,0
62690c07ec9ae305573717c17cfd8fc200b6529e,2017-11-14 14:22:16,14.99,0.01,14.99,1,1,2,15,2,27,3,1,SIM,1,1
eaf96699ad92718934abfd11c739cadb7fdf33d4,2017-11-14 13:35:03,9.88,5.09,9.88,1,5,1,14,84,10,241,0,NAO,0,0
de75fb6b18a3581fb605564304b66f9ed329b418,2017-11-14 11:32:42,0.06,0.00,0.06,1,1,2,4,10,23,18,1,NAO,0,0
a0267780f58ef6d43a6ba7d707721c14ad29b816,2017-11-12 11:52:30,0.03,1.22,1.22,2,2,0,2,43,1,25,0,NAO,0,0
34a938a26d9f546c377d6a8c236940dd6f76e495,2017-11-12 10:55:22,0.00,0.00,0.0,1,1,0,1,1,1,1,2,NAO,0,0
70ffce52fc36e91e188cc1d10a67a63f9969f5dd,2017-11-09 23:33:09,0.18,0.00,0.18,2,1,0,9,1,34,146,0,NAO,0,0
be094178a5487ed7938491add2328dbdaa35a4b9,2017-11-09 10:53:09,9.04,0.73,9.04,1,3,1,12,7,9,19,0,NAO,0,0
cc6b7fec23afaaa7f9b33f365e4dbd8da3c770d2,2017-11-08 15:03:22,9.03,0.00,9.03,1,1,0,12,2,9,2,1,NAO,0,0
1282bc77b17477dfd1364c501cc0117aedc718e4,2017-11-08 14:43:36,8.33,1.18,8.33,1,6,1,11,12,9,29,1,SIM,1,1
69861a77df6b29a72e60b8627eccf10447918070,2017-11-08 12:03:11,0.00,0.03,0.03,1,3,0,1,3,4,18,0,NAO,0,0
c2a9a4904727cc0dc01d3b94113d3cc693abd612,2017-11-06 17:40:58,1.02,6.07,6.07,1,3,1,5,30,6,31,1,NAO,0,0
6f716eec93e19e5502b994dac433802581cef93e,2017-11-05 15:20:05,17.89,0.00,17.89,7,1,0,19,1,22,1,1,NAO,0,0
f0970fd13fd4e40b172ae90054ff1059f07cd790,2017-10-31 14:57:07,0.00,0.00,0.0,1,1,2,2,1,4,3,0,NAO,0,0
4a97d0551fbbc9827ddd101b162322dc03c5905d,2017-10-27 14:51:46,5.00,209.98,209.98,5,6,1,9,351,10,231,1,SIM,3,3
fffc9931fb4f3911d73cb14389a9e3d4b0590227,2017-10-13 13:31:48,195.22,0.00,195.22,5,1,1,279,1,205,2,0,NAO,0,0
621504efaf709192bafd745b2b95cbe43bd62cb5,2017-10-12 20:31:50,195.14,0.00,195.14,5,1,1,279,1,205,2,1,SIM,1,1
cdeaf2cc61f66d71197a06d9d2155f8822131ba2,2017-10-12 18:28:50,195.10,0.00,195.1,5,1,1,278,1,205,3,1,SIM,1,1
979ac73df10fe7d3f6dbd2119784160b3ffd8d4c,2017-10-12 14:17:26,194.94,0.00,194.94,5,1,1,273,1,205,3,1,SIM,1,1
2692f99f7a1439e95c63d2fb736b898c2351c8da,2017-10-12 13:49:27,194.89,1.47,194.89,5,4,0,273,11,205,22,1,SIM,3,6
5210f0cff0c14fa33edeac16df532f0d3a43f01a,2017-10-12 09:44:38,0.01,0.34,0.34,2,1,1,2,3,3,13,0,NAO,0,0
49db3bd0cc643b345e0502ede619d592b003cf12,2017-10-10 11:41:29,192.78,0.02,192.78,5,4,1,266,5,202,5,1,SIM,2,2
305a1e3942092befcc43d5ff83d924e8a78f87ac,2017-10-10 10:02:00,192.77,33.50,192.77,5,5,1,265,8,202,11,1,SIM,2,3
db500526d6094b90af464ec1fd74e32bdea09e20,2017-10-06 10:59:09,27.98,28.04,28.04,1,8,0,4,101,5,113,1,NAO,0,0
f7570327be6b546082950626c8cf65586043eef7,2017-10-04 17:52:12,2.82,0.00,2.82,2,1,0,2,1,15,1,0,NAO,0,0
1a8efdc31fa8c10dae240b83e6a6e78684d50cfd,2017-10-02 13:44:25,182.12,0.12,182.12,3,2,1,240,2,196,15,1,SIM,1,1
dc95428ecb4c32b4eae6e38728479b27e651917c,2017-09-29 18:07:21,180.97,3.22,180.97,3,3,1,238,22,196,15,1,SIM,4,4
01b5487aaba555f950cca7d4a64c4ce453a1c228,2017-09-28 19:05:31,1.02,0.00,1.02,2,1,0,8,1,5,2,0,NAO,0,0
8ed3d333f977208b0dd4ef2cd7a7fec3f7e9357e,2017-09-26 12:31:40,177.62,4.22,177.62,3,4,1,228,19,196,20,1,SIM,8,8
9184ed2dc871e5f35277ff77d7dcf4708736fd65,2017-09-26 12:26:28,0.00,4.22,4.22,1,4,1,1,15,1,16,0,NAO,0,0
750d11e85395377f62962bfd8b2676ed44911e00,2017-09-25 17:36:31,132.20,0.02,132.2,9,1,0,85,1,106,1,0,NAO,0,0
5c711d2566e6b85b0e118ec938762621fb0deb53,2017-09-25 13:11:51,175.15,0.00,175.15,3,1,1,227,1,195,2,1,NAO,0,0
f52125d7776a049ff63273ae1d617ae37d51f32c,2017-09-22 16:35:59,174.04,0.81,174.04,3,1,1,225,7,195,28,1,SIM,2,2
3a5a52e8696a25715e9989fd4337bb5203cdebd0,2017-09-20 16:36:41,171.18,0.21,171.18,3,3,1,219,5,195,12,1,SIM,3,3
eec8a1f8e9f897d1fa84b830deaadfe6722f33e5,2017-09-18 17:25:11,170.99,0.04,170.99,3,1,1,216,4,194,6,1,NAO,0,0
c7612c18e7175e5cc6e442e9634ffdf7f6e350f4,2017-09-18 14:27:11,170.89,0.01,170.89,3,1,1,215,3,194,10,1,SIM,4,4
7ebf9b3497f893fad104158c27c61d67a2fe6e38,2017-09-18 12:45:34,170.75,2.96,170.75,3,4,1,214,6,194,10,1,SIM,1,1
1ae42052a3fcf0a135497dbc5d33956c51511e75,2017-09-18 14:01:36,1.31,0.00,1.31,2,1,0,8,1,5,1,0,NAO,0,0
66e8dcf43c7f5aa3695eed4d45b66f95abb02867,2017-09-14 17:46:36,165.88,8.29,165.88,3,3,1,200,12,182,8,1,SIM,4,4
a4bc3f50b6c605a0743a0310216948480063b551,2017-09-14 23:56:06,0.00,0.10,0.1,1,2,1,1,6,1,2,0,NAO,0,0
e5184325f84876544206b06f30d84e7a9b9e2c28,2017-09-13 22:03:56,120.12,1.25,120.12,6,1,1,28,3,27,3,0,NAO,0,0
0d26adfee5973ee30f87386ed46617ccb33bab62,2017-09-13 12:27:45,159.14,5.79,159.14,3,5,1,198,19,182,21,1,SIM,5,6
62038c45f4f18fd2b879dc0dbf5ef6e96ee04a71,2017-09-13 11:39:17,2.14,2.00,2.14,5,1,1,10,2,10,4,0,NAO,0,0
e7c6e2bb298bc8efadd2d5746b9f7a4b62b9f21b,2017-09-13 11:38:15,2.14,1.20,2.14,3,2,1,5,2,3,2,0,NAO,0,0
f61188569efa6af44358159f82418c04e27a4671,2017-09-13 11:34:10,1.84,1.00,1.84,4,1,1,6,2,7,1,0,NAO,0,0
08eb1f28a98e61e521748e73a802f9ab7b194019,2017-09-06 12:18:49,158.81,112.96,158.81,3,2,0,194,8,182,7,1,SIM,1,1
0d7ce023e0902094305960fd5d1268e21702a9f3,2017-09-06 11:11:51,53.81,110.82,110.82,12,2,1,97,8,137,7,1,NAO,0,0
7bb72b429ee1b08d14dbf16286649a8984e02da0,2017-09-05 21:54:23,157.97,0.02,157.97,3,1,1,191,1,181,1,1,NAO,0,0
5f13b20e1e4023a23a50b9c4f1c9e1ad9d88136c,2017-09-05 22:55:26,97.88,0.02,97.88,5,1,1,11,1,14,1,1,SIM,1,1
2f5d6cccc786ef93934c7fddbc6f2fca8967aa39,2017-09-05 22:54:21,0.00,0.00,0.0,0,1,0,0,1,0,1,0,NAO,0,0
013efb6ce43e910420061af42971ea74bf3ab684,2017-09-05 13:49:46,144.29,97.88,144.29,3,5,1,189,18,181,33,1,SIM,18,18
b260d088049cb8a43a2988bbdc5987f180436798,2017-09-05 17:16:48,96.62,53.54,96.62,4,12,1,8,93,13,136,1,SIM,1,1
bcc78359b049681ed6a171926d352041ee7b7bfb,2017-09-04 14:51:14,98.95,96.62,98.95,2,4,1,8,8,7,13,1,SIM,1,1
b97f2f9d33c407ee14400d92cb3d3672213aec00,2017-09-04 13:54:10,96.62,0.00,96.62,2,1,0,2,2,2,9,0,NAO,0,0
4997a3ca0cccbe2232484b7d671be1d263a466fd,2017-08-23 20:16:01,0.00,105.48,105.48,1,29,1,1,370,2,296,1,SIM,2,2
58f58017a3d803481330991a8ec4e08bd84dbb18,2017-08-23 11:03:45,38.62,7.61,38.62,1,3,0,4,14,3,51,1,SIM,1,1
050688d81b6985b69665fac9e17f9e10169486ea,2017-08-23 11:03:10,93.86,43.28,93.86,2,7,1,8,61,7,102,1,SIM,1,1
dd5d7e2786de6fabb2c219108e4cc4028de434ee,2017-08-22 22:04:03,144.03,1.25,144.03,3,3,1,187,21,180,30,1,SIM,16,16
754b0c5abcd96d34f37cd7954eaf6733c681042a,2017-08-22 20:55:33,40.00,0.20,40.0,12,1,1,84,2,134,5,0,NAO,0,0
e4a82472823c0f7647f047d5199bf9126877b918,2017-08-21 16:27:38,38.84,0.00,38.84,12,1,1,70,1,130,1,1,SIM,1,1
6804aedc6c86197adbc630cea706bb9aaf28af2f,2017-08-17 10:19:46,137.96,2.16,137.96,3,3,1,185,15,180,66,1,SIM,14,14
d2213f02888bd25ef86ff1956139170899543d49,2017-08-17 10:08:20,34.57,2.14,34.57,12,3,1,67,13,126,50,1,SIM,1,1
568e695eebff06df38055153d9a404a29bc122df,2017-08-17 08:53:19,0.00,1.39,1.39,1,2,0,2,10,5,45,0,NAO,0,0
e000cf98a73463824345dd3104f51b26907de5ee,2017-08-17 02:00:30,32.06,5.09,32.06,1,4,0,2,17,1,17,0,NAO,0,0
f04545accfb3dce278f1e9725ed84ec9affe6b93,2017-08-16 11:38:55,0.00,0.03,0.03,1,1,0,2,2,67,2,0,NAO,0,0
f53288efb7eb2cbb1a3fa3394c4d8bb4f0af3f8d,2017-08-14 22:37:58,133.18,3.25,133.18,3,3,1,177,12,165,44,1,NAO,0,0
3c98a605ad8e54e2758fe6fb1fc15b5ca9cd974f,2017-08-14 22:35:15,31.93,0.00,31.93,12,1,1,66,1,114,2,1,SIM,1,1
0b9ea6e2c5087515680c0b873699c2d6d5f9f506,2017-08-11 15:52:26,132.16,1.01,132.16,3,4,1,173,16,163,25,1,SIM,14,14
0e723593a651e8a0b61079331a82f280d9aa366c,2017-08-11 15:23:39,27.79,1.01,27.79,10,4,1,54,15,72,11,1,NAO,0,0
93d0c5f2bad2d75b98ec5ecdacfc6bf1d323a9de,2017-08-11 15:22:49,0.00,0.06,0.06,1,1,0,1,4,1,7,0,NAO,0,0
75e0ee6e7407d27a1260e52bb5bdd7714e192916,2017-08-11 13:20:28,0.00,0.00,0.0,1,1,0,1,1,1,1,2,SIM,1,1
d16552112e6ed8d2dad530c24b4c90523ef24b0a,2017-08-10 16:16:03,131.93,31.05,131.93,3,4,1,169,76,163,62,1,SIM,14,18
ecac7ddc039c9c22709c14c48a104720a248f349,2017-08-10 21:46:32,9.95,58.79,58.79,1,18,0,2,242,1,183,1,SIM,1,0
083b184bf69fd6e134f108c79053b67a88de605a,2017-08-10 15:01:44,27.75,31.04,31.04,10,3,1,52,69,71,36,1,SIM,2,2
3e4accda7cf3fcf9ebf5114838c6526dc3cba496,2017-08-10 14:56:09,1.98,29.89,29.89,1,1,0,40,28,3,33,0,NAO,0,0
bc467daf8abf74f922feeaac45169e0f837e0c03,2017-08-10 07:25:31,56.91,182.75,182.75,1,33,0,4,519,2,316,1,SIM,2,4
2f7d221b91e8be2c829d964c69d9b2eecef9b9b9,2017-08-09 11:10:34,3.08,0.01,3.08,2,1,0,4,40,4,3,0,NAO,0,0
e353e0ef18abd924573c29de43d9d8d450cc539d,2017-08-09 16:51:01,13.90,24.76,24.76,1,9,0,25,40,33,70,1,SIM,2,1
0bf08a5f9960978a0bbd938305ea4534abda9ce7,2017-08-08 18:40:46,128.91,25.88,128.91,3,11,1,159,53,155,95,1,SIM,19,18
12efaef31a7eacb2d4792f2fd691af3f57911fe7,2017-08-07 14:55:50,24.71,3.08,24.71,10,2,1,44,4,57,4,1,SIM,1,1
5f554ebfa0bc07f9ea6f77be2de787dff8e9fac4,2017-08-07 14:54:24,0.00,0.00,0.0,1,1,0,2,2,2,2,0,NAO,0,0
5e81d4af27e8b038d657950eaa9fba2a5b66572a,2017-08-04 13:07:49,21.04,1.02,21.04,9,2,1,41,2,51,4,1,SIM,1,0
c0b918c0fcd019395430eac649f3cabbd13bf64a,2017-08-02 15:44:31,19.80,0.00,19.8,9,1,1,36,4,49,6,1,SIM,1,1
f0548ad50d2e2dd3472d010fb0610719df652a1a,2017-08-02 22:31:14,18.81,19.77,19.77,9,4,1,36,19,49,45,1,SIM,2,2
29feca3c6d11dc2aa8366ef162f9b7922cdaef0f,2017-08-02 11:58:17,19.75,0.00,19.75,2,1,1,3,2,11,23,0,NAO,0,0
09a859b8f2f6af14f5bd7ca974b533b0ed2e4d9c,2017-08-02 21:52:52,31.12,0.00,31.12,11,1,0,47,1,53,1,0,NAO,0,0
ad917dcf0a5a7fb95f52b0b14c22cac9f3ad2438,2017-08-02 08:46:44,19.34,3.82,19.34,5,1,1,10,9,10,3,1,NAO,0,0
94c0cd00cdb00a3a793886c67e00c2eb81a58e35,2017-08-02 08:42:33,30.15,0.00,30.15,10,1,1,58,2,44,2,0,NAO,0,0
d8228367112b605a4fdb4f63511128dc568ac4af,2017-08-01 22:48:48,14.95,0.95,14.95,9,2,1,35,4,49,3,1,SIM,1,1
019e89074ed8081ce9c0aae5465940049a7c03d3,2017-08-01 22:19:06,0.00,0.02,0.02,1,1,0,1,2,1,2,0,NAO,0,0
868ba7cefff9ed842f3c145268eb5f98227630bb,2017-07-28 18:50:20,14.85,3.39,14.85,9,5,1,34,7,48,15,1,SIM,2,2
4f90c54d1a6c88f06d1ac5df208545cee73efe86,2017-07-28 16:44:24,113.86,5.22,113.86,3,6,1,142,8,149,25,1,SIM,12,12
bd22b331da5f438894e95b9fcd00c4ec7d8ae5c4,2017-07-27 19:40:00,0.15,0.00,0.15,2,1,0,2,1,2,1,0,NAO,0,0
0d8b4dc67a8dc0532db24eb8566c14e964b6ace3,2017-07-26 18:44:43,0.73,0.00,0.73,2,1,0,2,1,9,1,0,NAO,0,0
d023494ad373992be5cd0259b13e9e97b4f856eb,2017-07-24 16:54:48,9.10,19.08,19.08,1,6,0,24,19,33,18,1,SIM,1,0
1b636ebf049d97fae2138141faec2818eeeebfd7,2017-07-21 19:52:47,112.17,19.29,112.17,3,9,1,128,33,146,42,1,SIM,17,20
2129c332005caddf5a5815112ec296960674f3e2,2017-07-21 18:37:37,6.92,0.29,6.92,5,3,1,24,7,38,14,1,SIM,1,1
74d34a12d6f52eb45b1a47d5b39c62b86ae24b46,2017-07-21 15:22:50,20.48,0.07,20.48,11,2,1,68,5,43,3,1,SIM,1,1
7138d952e0f5d72a2baced728d3dd388f46ac393,2017-07-20 18:19:07,6.91,18.17,18.17,5,6,1,23,14,37,11,1,SIM,2,2
51a0d86d0a838f8ebd751937b128e752b50de98c,2017-07-20 18:23:39,161.91,16.94,161.91,47,2,1,656,2,344,2,0,NAO,0,0
c7ef09b6bfffc9e4802760747731c0f61c0460cd,2017-07-19 15:03:32,0.00,4.77,4.77,1,2,0,2,5,4,4,0,NAO,0,0
81919f80dd6eeb5468be596540ec40d57bcf2fc6,2017-07-19 20:14:59,3.05,34.99,34.99,1,9,0,22,113,33,88,1,SIM,5,2
a1d92f4c18c7ff1420136702af5413a0b3fae537,2017-07-17 18:02:39,104.97,0.07,104.97,3,1,1,110,6,141,17,1,SIM,11,11
987dabc475a16680d90216936ac97a874b4b88fd,2017-07-14 14:38:57,104.87,0.85,104.87,3,3,1,108,34,141,32,1,SIM,17,26
44796a183111ed18fb27518780bf98267d04e7d5,2017-07-13 20:16:08,13.59,0.00,13.59,8,1,1,54,2,33,2,0,NAO,0,0
8d83d72dc4f6a3ebd8d70595d90c995705ff84c7,2017-07-13 11:19:32,103.79,0.08,103.79,3,3,1,99,6,137,4,1,SIM,2,2
f2c102df69eaaa0507735a17b4c2e0a1f908aa0b,2017-07-12 19:06:51,101.88,13.59,101.88,3,6,1,101,37,138,43,1,SIM,21,21
21d2dab151eb3e5048f41f588d31fe21ad3b7f3d,2017-07-12 18:43:27,69.02,69.08,69.08,19,19,1,117,151,115,143,1,SIM,3,2
3b171b1cf8312342ee210ec38b7ddcac1bbd4768,2017-07-11 21:48:33,68.19,1.00,68.19,18,2,1,147,3,141,3,0,NAO,0,0
11655454eb1d39dc69726b52c63e63e772cfc4cf,2017-07-11 12:22:28,101.87,1.00,101.87,18,2,1,237,3,233,3,1,SIM,2,2
5146864012ed216a785fd8bc9308e9c6919c0217,2017-07-10 13:22:45,88.92,12.97,88.92,2,1,1,88,15,120,38,1,SIM,21,24
95a5633ef6a4a6c33af97002d0e9e114e456f3b8,2017-06-30 09:35:42,0.00,2.80,2.8,1,3,0,1,6,8,6,1,SIM,1,1
6ab936af813379a401dfa31e028c8adacc259263,2017-06-30 11:35:54,53.70,1.00,53.7,18,2,1,93,3,98,3,0,NAO,0,0
0157c787dc729ac293611be37e0ac3eb3ee4d888,2017-06-27 11:54:42,4.82,8.23,8.23,3,5,1,19,23,24,60,1,NAO,0,0
e3e259169f8a8668561c605e317e06600695b5df,2017-06-27 11:30:41,81.97,8.22,81.97,2,5,1,62,22,87,41,1,SIM,16,16
ac2595ad928752db9ddd0f39db2a50d029339343,2017-06-27 09:36:42,13.97,0.00,13.97,3,1,0,31,2,39,2,0,NAO,0,0
d411229206b93bd02e2ccfc2ac83f05d5dc81746,2017-06-26 19:07:05,13.95,7.05,13.95,3,3,0,29,3,39,8,0,NAO,0,0
e2a6f397e7f537e46a47e4bca37ad597c4633f40,2017-06-26 14:08:39,47.89,5.28,47.89,16,2,0,90,2,91,7,1,NAO,0,0
943c6a4d83205137d8cd23312b9b2c5728015530,2017-06-21 14:40:01,80.05,18.05,80.05,2,9,1,61,35,87,45,1,SIM,14,14
4bca448c07fcd85b0150099779559175f9e65c7b,2017-06-21 13:32:28,3.79,17.92,17.92,2,6,1,9,19,23,24,1,SIM,1,1
d502d2c5228fd5bfa13d445ca33fb57290be7806,2017-06-21 11:28:29,17.92,2.06,17.92,8,1,1,24,3,27,2,0,NAO,0,0
bc5db29c557fd95ad7fee7c796b067693e754c93,2017-06-21 11:24:48,17.92,12.57,17.92,3,2,0,4,11,5,15,0,NAO,0,0
a32a979856ebe3a98edaea9e1d50c6884a4794d6,2017-06-21 11:23:00,13.79,10.94,13.79,8,2,1,30,3,27,4,0,NAO,0,0
a05be9a600496a9a7e822506aa1968110730d001,2017-06-19 14:58:37,9.71,13.79,13.79,2,7,0,11,25,15,21,1,SIM,1,1
d97183e22ef3b4f8f8061231e935b82fdfc90332,2017-06-16 14:52:47,0.77,11.05,11.05,2,3,1,8,8,22,6,1,SIM,1,1
06d00e45c7d375ef4787411c1698210ea9fc438d,2017-06-16 21:03:36,41.61,0.05,41.61,13,1,1,70,3,71,2,1,SIM,1,1
aeccf320cc088a2930d21c7ca851c520ef9dc1d4,2017-06-16 20:52:00,7.80,0.00,7.8,0,1,0,0,3,0,2,0,NAO,0,0
34dfa895561f86191f0b2cfc31a20f4df690b0e5,2017-06-13 16:42:55,72.97,4.32,72.97,2,3,1,39,14,71,27,1,SIM,10,10
f65a72f25cadeac9b0900d2fde36d6593b215447,2017-06-13 15:32:30,6.19,0.59,6.19,5,1,1,20,3,19,3,1,NAO,0,0
00a9ed7f1cabeff091f5c1268519dbf430f8c5ac,2017-06-12 13:35:22,3.04,0.00,3.04,2,1,1,3,2,4,2,0,NAO,0,0
611fb1ca24d6f8ca1f22d4d828e9a39ec3e5f7e9,2017-06-08 18:13:05,69.12,1.32,69.12,2,3,1,30,11,68,7,1,SIM,2,2
6f925b0103b85eb1ebb9d53702b1b97ce9d449c8,2017-06-06 12:51:50,66.18,0.00,66.18,1,2,1,27,3,66,7,1,NAO,0,0
9e0ec68181d3cb1c2ef4d4c4f3d0e6bb11cbdd6f,2017-06-05 17:40:41,66.10,23.70,66.1,1,7,1,22,35,35,41,1,SIM,4,4
76a6e0eee91c4e85daabb679bad9a26115f488ec,2017-06-02 19:01:49,114.73,14.58,114.73,14,2,1,237,4,163,3,0,NAO,0,0
906aab4447ace6cedf873abe0f3c99ad5539cadc,2017-05-31 11:29:41,112.76,0.02,112.76,11,1,0,214,2,156,3,1,NAO,0,0
a4c3e335eb28bb327eda4129880a0e14bd83814d,2017-05-31 11:28:01,112.76,14.44,112.76,12,1,0,231,2,159,1,0,NAO,0,0
049ed969e7e6cc4ba754e86c60063ef800b4fc4a,2017-05-31 10:44:25,0.00,112.55,112.55,2,8,0,16,196,13,144,1,SIM,1,1
0d7c9e8481a634f67f21800671e75aaa5a482dd4,2017-05-30 15:41:12,25.95,42.04,42.04,9,1,1,71,16,58,34,1,SIM,24,24
42ab2fd607d0bf0c33613d73a44135b982ff321e,2017-05-30 15:27:50,57.18,111.92,111.92,18,19,1,43,228,61,184,1,SIM,1,1
bf85eac8091e256043e914b1c4aa359df5edc337,2017-05-30 15:24:20,0.00,111.88,111.88,0,19,0,0,228,0,184,0,NAO,0,0
a445e50c11ff4630668f3efa2b3260355c752e55,2017-05-22 20:21:10,99.80,0.08,99.8,18,2,1,198,10,173,11,1,SIM,4,4
972180040fdcac66e699f5cc5a6ace6505dd60d2,2017-05-22 20:19:15,54.25,0.15,54.25,17,2,1,42,10,60,11,1,SIM,1,1
d45e51f5446c88ba1bfb048841dbcb57df3c7154,2017-05-17 12:15:20,4.97,0.00,4.97,2,1,0,13,1,24,1,0,NAO,0,0
800f07349bddbfbf748888b1107cb5dfab81cdc7,2017-05-17 11:20:34,0.28,0.19,0.28,2,1,0,2,3,3,5,0,NAO,0,0
5900f5cfb66ad0ad4e2975fdb75dcae6bc2f3ee2,2017-05-11 16:36:16,7.85,44.42,44.42,1,15,1,11,125,13,130,1,SIM,6,6
8f17fd56102cd0af9687de4c4a47dc7c6ddc0a8f,2017-05-04 16:17:48,85.95,7.36,85.95,3,7,0,116,11,97,11,0,NAO,0,0
d6c4281eebe8fffcdeb415ccc361784f854126f4,2017-05-03 11:24:37,7.71,0.02,7.71,12,1,0,43,4,40,4,1,NAO,0,0
64aa28cb6f6013d9c9b10ead7685a54d44921403,2017-05-02 11:20:28,83.74,35.22,83.74,9,11,1,128,27,126,50,1,SIM,4,4
6b34e1edc0a83e361d2332954727ad2fd041bf89,2017-05-02 11:17:04,29.36,33.65,33.65,14,13,1,31,49,89,82,1,SIM,3,4
e3c00ad5cae89f729f895924dff939eeb03bb8e7,2017-05-02 11:14:08,0.04,33.41,33.41,1,13,1,1,49,4,82,1,NAO,0,0
b023f5c67a9f334b8bbec9e08be4ee276b7aa1a4,2017-04-27 17:16:05,77.91,0.92,77.91,9,10,1,122,36,125,38,1,SIM,13,17
3438a3ac94f904f07e814f7078f5a2d7fbf4c644,2017-04-25 16:07:03,26.97,0.02,26.97,12,5,1,27,11,72,16,1,SIM,1,2
b0574150488586b72d367af09f282d4b9119146a,2017-04-20 16:46:03,71.95,23.11,71.95,3,8,1,99,17,92,39,1,SIM,5,5
6a9f8b904425efce112103f3846d7a153f8988ca,2017-04-19 08:28:18,36.28,0.00,36.28,17,1,0,144,1,120,2,1,NAO,0,0
23d19f08e073731fc9744988536747effc77ffca,2017-04-17 13:50:30,20.40,0.04,20.4,11,1,1,20,1,71,4,1,NAO,0,0
43c7f1153c0308b0a2bba50e9514c71bf8650e6b,2017-04-14 20:42:19,63.98,17.50,63.98,3,5,1,96,11,88,17,1,SIM,7,7
9bd5194fa417a48f689bed060ac934bcdd16a903,2017-04-12 15:25:51,29.44,15.39,29.44,15,3,1,134,3,104,4,0,NAO,0,0
301c51380addec9898120a4b861ecac3471ece84,2017-04-12 15:19:09,0.00,0.28,0.28,1,2,0,1,2,1,4,0,NAO,0,0
f87e5afa042bd40870c56b8640a3d512df424d11,2017-04-08 11:43:28,6.16,22.69,22.69,1,14,1,9,94,13,109,1,SIM,5,5
1a120a6f4d2c19f440d8844fa0ab77f96180fe87,2017-04-08 11:36:56,58.84,24.59,58.84,5,9,1,147,113,120,96,1,SIM,7,7
caf7f3d7dd0e7a8b05bd33cb55f6efce63c9816d,2017-04-07 18:46:07,8.70,24.59,24.59,7,9,1,8,113,63,96,1,SIM,5,5
43d339d0872e0489d0e06bb0a661569270062b3f,2017-04-07 12:45:29,56.08,21.73,56.08,5,14,1,145,31,120,100,1,SIM,14,18
8ce5aa110720aff9cfd6b0f076551946caa77892,2017-04-07 12:39:42,56.08,21.73,56.08,5,14,1,145,31,120,100,1,SIM,14,18
7b89f01f31f8d1d31f76b8ff750b1104e64a7985,2017-04-07 18:46:31,0.18,37.57,37.57,1,12,1,3,137,3,108,0,NAO,0,0
5068fa9aa51971ffcb45be573fe526e51db0bb5e,2017-04-05 10:49:24,0.00,0.60,0.6,1,1,0,1,5,1,5,0,NAO,0,0
ef265077a9f68b4b0fae8b674b858fbeea61ac5f,2017-03-30 20:16:24,16.17,13.59,16.17,9,11,1,74,23,78,43,1,SIM,6,7
f285bffed8bef30c4c5bf1a88f412ca9d12c0258,2017-03-30 20:04:46,0.00,0.00,0.0,1,1,0,1,1,1,2,0,NAO,0,0
d24cd94f20e8fd73b93f057e8cd5d4d67b7a4c28,2017-03-30 02:15:20,1.36,0.00,1.36,3,1,0,8,1,11,3,0,NAO,0,0
3a9bd40c81c7747c8fff9c11ace53b7245f1a9b0,2017-03-29 23:49:49,0.71,3.89,3.89,3,2,1,5,3,6,2,0,NAO,0,0
502e0849d4b0f15b9f0a14a1bdd54be591225edc,2017-03-29 00:23:41,0.10,157.23,157.23,1,43,1,3,340,3,477,1,SIM,2,3
5cf603ce8249c873af176f93e1d226969b988cff,2017-03-27 15:37:11,38.16,9.72,38.16,3,4,1,89,31,72,54,1,SIM,9,11
af4531a069d2508b3a756c0c55828b6b090c6d75,2017-03-22 11:57:42,0.02,0.00,0.02,3,1,0,3,2,7,7,0,NAO,0,0
953e9a4e2df473124eeeabc47b6ec041645965f1,2017-03-17 19:13:27,34.96,17.06,34.96,3,4,1,86,30,72,39,1,SIM,9,24
9c306ded998dcc795cd5e0558de84e00ebc75129,2017-03-16 11:28:35,2.26,14.89,14.89,2,4,1,3,10,4,28,1,SIM,2,18
89e1814f2ee1ca0856225d00b3b54402f4f27570,2017-03-15 11:52:50,14.75,16.01,16.01,3,10,1,7,46,14,70,0,NAO,0,0
8ac44432d0025767512ede5e7462c62744f1db2d,2017-03-14 22:17:06,0.00,5.03,5.03,1,1,2,1,6,0,23,0,NAO,0,0
e79a4e927238d3665cae37f17bfef573cd4912fc,2017-03-14 15:36:06,33.88,12.97,33.88,3,4,1,84,21,72,32,1,SIM,5,5
6ea420fd0df4982df6d021867f2ebf6f9f7b11ce,2017-03-14 18:34:34,0.00,12.92,12.92,1,1,2,1,13,1,27,0,NAO,0,0
e012ad983b9c0807833a9fd3e463939da51cdc43,2017-03-09 19:34:54,0.04,0.00,0.04,1,1,2,1,1,20,1,0,NAO,0,0
